Код	Артикул	Наименование	Полное наименование	Цена роз.	Цена сайт
Ноутбуки					
44511	DGS-1008A/F1A	Коммутатор D-Link DGS-1008A/F1A	Коммутатор, D-Link, DGS-1008A/F1A, Неуправляемый, 8 портов 10/100/1000Base-T	13500.0	12825.0
38126	DGS-1008D/K2A	Коммутатор D-Link DGS-1008D/K2A	Коммутатор, D-Link, DGS-1008D/K2A, Настольный, неуправляемый, 8 портов 10/100/1000М, Корпус металл	19500.0	18525.0
56977	DES-1016A/E2A	Коммутатор D-Link DES-1016A/E2A	Коммутатор, D-Link, DES-1016A/E2A, Настольный, 16 портов 10/100M RJ45, Корпус пластик	21500.0	20425.0
32041	LS1005	Коммутатор TP-Link LS1005	Коммутатор, TP-Link, LS1005, Неуправляемый, 5-портовый 10/100 Мбит/с настольный коммутатор.	5690.0	5405.5
1226	TL-SF1005D	Коммутатор TP-Link TL-SF1005D	Коммутатор, TP-Link, TL-SF1005D, Миниатюрный, неуправляемый, 5 портов 10/100M RJ45, Корпус пластик	5890.0	5595.5
32043	LS1008	Коммутатор TP-Link LS1008	Коммутатор , TP-Link, LS1008, Неуправляемый, 8 портов 10/100 Мбит/с RJ45 с автосогласованием и Auto-MDI/MDIX	7490.0	7115.5
1225	TL-SF1008D	Коммутатор TP-Link TL-SF1008D	Коммутатор, TP-Link, TL-SF1008D, Миниатюрный, неуправляемый, 8 портов 10/100M RJ45, Корпус пластик	8190.0	7780.5
74223	TL-SX1008	Коммутатор TP-Link TL-SX1008	Коммутатор, TP-Link, TL-SX1008, 8 портов 100 Мбит/с / 1 Гбит/с / 2,5 Гбит/с / 5 Гбит/с / 10 Гбит/с,	236990.0	225140.5
34736	LS1005G	Коммутатор TP-Link LS1005G	Коммутатор, TP-Link, LS1005G, настольный, неуправляемый, 5 портов 10/100/1000M RJ-45, корпус пластик	10690.0	10155.5
1223	TL-SG1005D	Коммутатор TP-Link TL-SG1005D	Коммутатор, TP-Link, TL-SG1005D, Настольный, неуправляемый, 5 портов 10/100/1000M RJ45, Корпус пластик	10690.0	10155.5
17164	TL-SG105	Коммутатор TP-Link TL-SG105	Коммутатор, TP-Link, TL-SG105, Настольный, 5 портов 10/100/1000 Мбит/с, Неуправляемый, Корпус металл	11490.0	10915.5
30553	LS105G	Коммутатор TP-Link LS105G	Коммутатор, TP-Link, LS105G, Неуправляемый, настольный, 5-портовый 10/100/1000 Мбит/с с автосогласованием,авто-MDI/MDIX	10990.0	10440.5
34499	TL-SG105S	Коммутатор TP-Link TL-SG105S	Коммутатор, TP-Link, TL-SG105S, Настольный, неуправляемый, 5 портов 10/100/1000M RJ45, Auto-MDI/MDIX	12190.0	11580.5
34326	LS1008G	Коммутатор TP-Link LS1008G	Коммутатор, TP-Link, LS1008G, Неуправляемый 8-портовый 10/100/1000 Мбит/с настольный коммутатор.	15990.0	15190.5
3358	TL-SG1008D	Коммутатор TP-Link TL-SG1008D	Коммутатор, TP-Link, TL-SG1008D, Настольный, неуправляемый, 8 портов 10/100/1000М, Корпус пластик	16490.0	15665.5
30554	LS108G	Коммутатор TP-Link LS108G	Коммутатор, TP-Link, LS108G, Неуправляемый, 8-портовый 10/100/1000 Мбит/с настольный коммутатор	17590.0	16710.5
24392	TL-SG108	Коммутатор TP-Link TL-SG108	Коммутатор, TP-Link, TL-SG108, Настольный, неуправляемый, 8 портов 10/100/1000М, Корпус металл	19890.0	18895.5
1856	TL-SG1008	Коммутатор TP-Link TL-SG1008	Коммутатор, TP-Link, TL-SG1008, 19-дюймовый стоечный, неуправляемый, 8 портов 10/100/1000М, Корпус металл, 1U	32990.0	31340.5
1581	TL-SF1016D	Коммутатор TP-Link TL-SF1016D	Коммутатор, TP-Link, TL-SF1016D, Настольный, неуправляемый, 16 портов 10/100M RJ45, Корпус пластик	19890.0	18895.5
24013	TL-SF1024M	Коммутатор TP-Link TL-SF1024M	Коммутатор, TP-Link, TL-SF1024M, Настольный, 24 порта 10/100M, Неуправляемый, Корпус пластик	25990.0	24690.5
30223	MS105	Коммутатор Mercusys MS105	Коммутатор, Mercusys, MS105, Миниатюрный, 5 портов 10/100M RJ45, Auto-MDI/MDIX	4690.0	4455.5
30224	MS108	Коммутатор Mercusys MS108	Коммутатор, Mercusys, MS108, Миниатюрный, 8 портов 10/100M RJ45, Auto-MDI/MDIX	5490.0	5215.5
31005	MS105G	Коммутатор Mercusys MS105G	Коммутатор, Mercusys, MS105G, 5-портовый 10/100/1000 Мбит/с настольный коммутатор	7490.0	7115.5
58689	MS105GS	Коммутатор Mercusys MS105GS	Коммутатор, Mercusys, MS105GS, 5-портовый 10/100/1000 Мбит/с настольный коммутатор, метал. корпус	8890.0	8445.5
31006	MS108G	Коммутатор Mercusys MS108G	Коммутатор, Mercusys, MS108G, 8 портов 10/100/1000 Мбит/с (RJ45) Auto MDI/MDIX, Неуправляемый	11190.0	10630.5
59599	MS108GS	Коммутатор Mercusys MS108GS	Коммутатор, Mercusys, MS108GS, 8 портов 10/100/1000 Мбит/с (RJ45), металл. корпус	12190.0	11580.5
40096	DH-PFS3005-5ET-L	Коммутатор Dahua DH-PFS3005-5ET-L	Коммутатор, Dahua, DH-PFS3005-5ET-L, 5-портовый коммутатор, Порты: 5x RJ45 (100M). Пропускная способность: до 1Гбит, буферная память: 448 Кбит/с, скорость пересылки пакетов: 0.744 Mpps. Layer 2. Питание: DC 5В/1А. -20...+70	4255.0	4042.25
56098	DH-PFS3008-8ET-L	Коммутатор Dahua DH-PFS3008-8ET-L	Коммутатор, Dahua, DH-PFS3008-8ET-L, Настольный, 8 портов 10/100M	5175.0	4916.25
75618	DH-SF1005L	Коммутатор Dahua DH-SF1005L	Коммутатор, Dahua, DH-SF1005L, Неуправляемый, настольный, 5x10/100М. Питание: DC 5В/1А. 0...+45	5350.0	5082.5
69865	DH-SF1008L	Коммутатор Dahua DH-SF1008L	Коммутатор, Dahua, DH-SF1008L, Настольный, Неуправляемый, 8 портов 10/100M, Корпус пластик	6110.0	5804.5
37929	DH-PFS3008-8GT-L	Коммутатор Dahua DH-PFS3008-8GT-L	"Коммутатор, Dahua, DH-PFS3008-8GT-L, Неуправляемый, 8x RJ45 (10/100/1000M). Коммутационная способность	16 Гбит/с, Питание: DC 5В/1А. -10 ~ +55C. 125x65x22 мм."	11970.0	11371.5
37870	DH-PFS3005-5GT-L	Коммутатор Dahua DH-PFS3005-5GT-L	Коммутатор, Dahua, DH-PFS3005-5GT-L, Неуправляемый коммутатор. Порт Ethernet 5. скорость Порта Ethernet 1 Гбит / с. источник питания 5V/1A DC. Коммутационная способность 10 Гбит / с. Размеры 125 мм  65 мм  22 мм. вес нетто 0.09 кг	8280.0	7866.0
68332	DS-3E0505D-O	Коммутатор Hikvision DS-3E0505D-O	Коммутатор, Hikvision, DS-3E0505D-O, Неуправляемый, 5 x Gigabit RJ45, Настольный, ABS	5248.0	4985.599999999999
68335	DS-3E0105-O	Коммутатор Hikvision DS-3E0105-O	Коммутатор, Hikvision, DS-3E0105-O, Неуправляемый, 5 x 10/100 Mbps RJ45, Настольный, Switching Capacity 1 Gbps	6298.0	5983.099999999999
68334	DS-3E0108D-O	Коммутатор Hikvision DS-3E0108D-O	Коммутатор, Hikvision, DS-3E0108D-O, Неуправляемый, 8 x 10/100 Mbps RJ45, Настольный, ABS	3936.0	3739.2
68336	DS-3E0108-O	Коммутатор Hikvision DS-3E0108-O	Коммутатор, Hikvision, DS-3E0108-O, Неуправляемый, 8 x 10/100 Mbps, Настольный, Металл	9054.0	8601.3
68333	DS-3E0105D-O	Коммутатор Hikvision DS-3E0105D-O	Коммутатор, Hikvision, DS-3E0105D-O, Неуправляемый, 5 x 10/100 Mbps RJ45, Настольный, ABS	3018.0	2867.1
64384	DS-3E0508D-O	Коммутатор Hikvision DS-3E0508D-O	Коммутатор, Hikvision, DS-3E0508D-O, Неуправляемый, 8 x Gigabit RJ45, Настольный, ABS	9447.0	8974.65
68337	DS-3E0116R-O	Коммутатор Hikvision DS-3E0116R-O	Коммутатор, Hikvision, DS-3E0116R-O, Неуправляемый, 16 x 10/100 Mbps, Настольный, Металл	19289.0	18324.55
Управляемые SOHO					0.0
72073	CRS304-4XG-IN	Коммутатор MikroTik CRS304-4XG-IN	Коммутатор, MikroTik, CRS304-4XG-IN, Cloud Router Switch, 1 порт 10/100/1000М, 4 порта 1G/2.5G/5G/10G, 802.3af/at, RouterOS, -40°С до 70 °C	130000.0	123500.0
64068	CRS305-1G-4S+IN	Коммутатор MikroTik CRS305-1G-4S+IN	Коммутатор, MikroTik, CRS305-1G-4S+IN, Cloud Router Switch, 1xGigabit LAN, 4 x SFP+ cages, RouterOS/SwitchOS (dual boot), metallic desktop case, PSU, PoE-IN 802.3af/at, -40°C to 70°C	105000.0	99750.0
50233	CSS610-8G-2S+IN	Коммутатор MikroTik CSS610-8G-2S+IN	Коммутатор, MikroTik, CSS610-8G-2S+IN, Cloud Smart Switch, 8 портов 10/100/1000M, 2 порта SFP+, Passive PoE in, SwitchOS Lite, -40°C to 60°C, desktop case	86500.0	82175.0
50232	CRS106-1C-5S	Коммутатор MikroTik CRS106-1C-5S	Коммутатор, MikroTik, CRS106-1C-5S, Cloud Router Switch, 5 портов SFP, 1 порт комбо, Passive PoE in, RouterOS (5), -20°C to 70°C, plastic case	37500.0	35625.0
50231	CSS106-1G-4P-1S	Коммутатор MikroTik CSS106-1G-4P-1S	Коммутатор, MikroTik, CSS106-1G-4P-1S, RB260GSP, 5 портов 10/100/1000M, 2-5 Passive PoE 2A,, 1 порт SFP, Passive PoE in, SwOS, -20°C to 70°C, plastic case	41500.0	39425.0
50230	CSS106-5G-1S	Коммутатор MikroTik CSS106-5G-1S	Коммутатор, MikroTik, CSS106-5G-1S, RB260GS, 5 портов 10/100/1000M, 1 порт SFP, Passive PoE in, SwOS, -20°C to 70°C, plastic case	29500.0	28025.0
70104	CRS310-8G+2S+IN	Коммутатор MikroTik CRS310-8G+2S+IN	Коммутатор, MikroTik, CRS310-8G+2S+IN, Cloud Router Switch, 2 x 10G SFP+ ports, 5 x 2,5G ports, RouterOS/ SwitchOS, -40°C to 60°C	142000.0	134900.0
71430	CRS309-1G-8S+IN	Коммутатор MikroTik CRS309-1G-8S+IN	Коммутатор, MikroTik, CRS309-1G-8S+IN, Cloud Router Switch, 8 портов SFP+, 1 порт 10/100/1000М,Passive PoE in, RouterOS/SwitchOS, -40°C to 60°C	177500.0	168625.0
81929	USW-Flex-2.5G-8	Коммутатор Ubiquiti USW-Flex-2.5G-8	Коммутатор, Ubiquiti, USW-Flex-2.5G-8, Unifi, Управляемый L2, 8-портовый 2.5 GbE, комбо 1 порт-10 GbE RJ45/SFP+	117000.0	111150.0
37939	DGS-1100-05V2/A1A	Коммутатор D-Link DGS-1100-05V2/A1A	Коммутатор, D-Link, DGS-1100-05V2/A1A, Настраиваемый, 5 портов 10/100/1000 Mбит/с, Корпус металл, Комплект для монтажа на стену	23100.0	21945.0
36821	DGS-1100-08V2/A1A	Коммутатор D-Link DGS-1100-08V2/A1A	Коммутатор, D-Link, DGS-1100-08V2/A1A, Настраиваемый L2 коммутатор с 8 портами 10/100/1000Base-T.	28700.0	27265.0
35982	TL-SG105E	Коммутатор TP-LINK TL-SG105E	Коммутатор, TP-LINK, TL-SG105E, Easy Smart, 5 гигабитных портов	17590.0	16710.5
24393	TL-SG108E	Коммутатор TP-Link TL-SG108E	Коммутатор, TP-Link, TL-SG108E, Настольный, 8 портов 10/100/1000M, Управляемый (Easy Smart), Корпус металл	25990.0	24690.5
87693	TL-SG116E	Коммутатор Tp-Link TL-SG116E	коммутатор, Tp-Link, TL-SG116E, Управляемый L2, 16 портов RJ45 10/100/1000 Мбит/с.	41990.0	39890.5
79771	LS-1600V2-6P-GL	Коммутатор H3C LS-1600V2-6P-GL	Коммутатор, H3C, LS-1600V2-6P-GL, управляемый L2, 5*10/100/1000BASE-T RJ45 , 1*1G SFP	21500.0	20425.0
79773	LS-1600V2-10P-GL	Коммутатор H3C LS-1600V2-10P-GL	Коммутатор, H3C, LS-1600V2-10P-GL, управляемый L2, 9*10/100/1000BASE-T RJ45 , 1*1G SFP	34500.0	32775.0
69887	DH-SG4010-2F	Коммутатор Dahua DH-SG4010-2F	Коммутатор, Dahua, DH-SG4010-2F, WEB управляемый L2, 8 портов 10/100/1000Base-T, 2 порта SFP, –10 °C to +55 °C	51333.0	48766.35
68774	DS-3E1508-EI V2	Коммутатор Hikvision DS-3E1508-EI V2	Коммутатор, Hikvision, DS-3E1508-EI V2, Управляемый L2, 8 x Gigabit RJ45, Настольный, Металл	21704.0	20618.8
71943	SG2008	Коммутатор TP-Link SG2008	Коммутатор, TP-Link, SG2008, Управляемый, JetStream 8-портовый гигабитный Smart коммутатор	56990.0	54140.5
Неуправляемые стоечные					0.0
75934	S110-16T2S	Коммутатор Huawei S110-16T2S	Коммутатор, Huawei, S110-16T2S, Неуправляемый, 16 портов 10/100/1000BASE-T, 2*GE SFP, стоечный	73346.0	69678.7
67062	S110-24T2SR	Коммутатор Huawei S110-24T2SR	Коммутатор, Huawei, S110-24T2SR, Неуправляемый, 24 порта 10/100/1000M RJ-45, 2 порта SFP, стоечный	99559.0	94581.04999999999
67595	GWN7702	Коммутатор Grandstream GWN7702	Коммутатор, Grandstream, GWN7702, неуправляемый, 16 портов RJ-45 10/100/1000 Мбит/с, настольный/в стойку, корпус металлический	42050.0	39947.5
67597	GWN7703	Коммутатор Grandstream GWN7703	Коммутатор, Grandstream, GWN7703, Неуправляемый, 24 порта RJ-45 10/100/1000 Мбит/с, настольный/в стойку, корпус металлический	51100.0	48545.0
67598	GWN7706	Коммутатор Grandstream GWN7706	Коммутатор, Grandstream, GWN7706, неуправляемый, 48 порта RJ-45 10/100/1000 Мбит/с, 2 порта SFP, настольный/в стойку, корпус металлический	148120.0	140714.0
42590	S1210C	Коммутатор BDCOM S1210C	Коммутатор, BDCOM, S1210C, Неуправляемый, 8 портов 10/100M RJ45, 1 порт 10/100/1000М RJ45, 1 порт 1000М SFP, Стоечный 1U, грозозащита,	28248.0	26835.6
42759	S1226L	Коммутатор BDCOM S1226L	Коммутатор, BDCOM, S1226L, Неуправляемый, 24 порта 10/100M RJ45, 1 комбо-порт 1000М SFP/RJ45, 1 порт 1000 RJ45, Настольный	52500.0	49875.0
58547	S1500-16T	Коммутатор BDCOM S1500-16T	Коммутатор, BDCOM, S1500-16T, Неуправляемый, 16 портов 10/100/1000M RJ45, Встроенный источник питания AC220V, Стоечный	43400.0	41230.0
58548	S1500-24T	Коммутатор BDCOM S1500-24T	Коммутатор, BDCOM, S1500-24T, Неуправляемый, 24 порта 10/100/1000M RJ45, Без вентилятора, Грозозащита, Стоечный	52000.0	49400.0
58549	S1500-24T2S	Коммутатор BDCOM S1500-24T2S	Коммутатор, BDCOM, S1500-24T2S, Неуправляемый, 24 порта 10/100/1000M RJ45, 2 порта 1000М SFP, Стоечный	61193.0	58133.35
79685	DES-1016D/I1A	Коммутатор D-Link DES-1016D/I1A	Коммутатор, D-Link, DES-1016D/I1A, Неуправляемый, 16 портов 10/100M RJ45, Корпус металл, 1U	28000.0	26600.0
79695	DGS-1016D/J1A	Коммутатор D-Link DGS-1016D/J1A	Коммутатор, D-Link, DGS-1016D/J1A, Неуправляемый, 16 портов 10/100/1000M RJ45, Корпус металл, 1U	45800.0	43510.0
79686	DES-1024D/H2A	Коммутатор D-Link DES-1024D/H2A	Коммутатор, D-Link, DES-1024D/H2A, Неуправляемый, 24 порта 10/100M RJ45, Корпус металл, 1U	37800.0	35910.0
79700	DGS-1024D/J1A	Коммутатор D-Link DGS-1024D/J1A	Коммутатор, D-Link, DGS-1024D/J1A, Неуправляемый, 24 порта 10/100/1000Base-T, DIP-переключатель	56000.0	53200.0
87238	DGS-1024C/F6/E	Коммутатор D-Link DGS-1024C/F6/E	Коммутатор, D-Link, DGS-1024C/F6/E, Неуправляемый, 24 порта 10/100/1000Base-T, защита от статического электричества до 4 кВ	60000.0	57000.0
56979	DGS-1052/A3A	Коммутатор D-Link DGS-1052/A3A	Коммутатор, D-Link, DGS-1052/A3A, Неуправляемый 48 портов 10/100/1000Base-T и 4 комбо-порта 100/1000Base-T/SFP, 1U	250833.0	238291.34999999998
5097	TL-SF1016DS	Коммутатор TP-Link TL-SF1016DS	Коммутатор, TP-Link, TL-SF1016DS, Настольный, 16 портов 10/100M RJ45, Корпус металл, Неуправляемый	29990.0	28490.5
1224	TL-SF1016	Коммутатор TP-Link TL-SF1016	Коммутатор, TP-Link, TL-SF1016, 19-дюймовый стоечный, 16 портов 10/100M RJ45, Корпус металл , 1U, Неуправляемый	32990.0	31340.5
6668	TL-SF1024D	Коммутатор TP-Link TL-SF1024D	Коммутатор, TP-Link, TL-SF1024D, Настольный/19-дюймовый стоечный, 24 порта 10/100M RJ45, Корпус металл, 1U, Неуправляемый	34990.0	33240.5
1660	TL-SF1024	Коммутатор TP-Link TL-SF1024	Коммутатор, TP-Link, TL-SF1024, 19-дюймовый стоечный, 24 порта 10/100M RJ45, Корпус металл, 1U, Неуправляемый	49990.0	47490.5
16425	TL-SF1048	Коммутатор TP-Link TL-SF1048	Коммутатор, TP-Link, TL-SF1048, 19 дюймовый стоечный, 48 портов 10/100M RJ45, Корпус металл, 1U, Неуправляемый	94990.0	90240.5
3294	TL-SG1016D	Коммутатор TP-Link TL-SG1016D	Коммутатор, TP-Link, TL-SG1016D, Настольный, 16 портов 10/100/1000M RJ45, Корпус металл, Неуправляемый	47990.0	45590.5
1701	TL-SG1016	Коммутатор TP-Link TL-SG1016	Коммутатор, TP-Link, TL-SG1016, 19-дюймовый стоечный, 16 портов 10/100/1000M RJ45, Корпус металл, 1U, Неуправляемый	50990.0	48440.5
3106	TL-SG1024D	Коммутатор TP-Link TL-SG1024D	Коммутатор, TP-Link, TL-SG1024D, Неуправляемый, Настольный/монтируемый в стойку, 24 порта 10/100/1000M RJ45	58990.0	56040.5
1659	TL-SG1024	Коммутатор TP-Link TL-SG1024	Коммутатор, TP-Link, TL-SG1024, Неуправляемый, 19-дюймовый стоечный, 24 порта 10/100/1000M RJ45, Корпус металл, 1U	73990.0	70290.5
7414	TL-SG1048	Коммутатор TP-Link TL-SG1048	Коммутатор, TP-Link, TL-SG1048, 19 дюймовый стоечный, 48 портов 10/100/1000M RJ45, Корпус металл, 1U, Неуправляемый	201990.0	191890.5
69890	DH-SF1016L	Коммутатор Dahua DH-SF1016L	Коммутатор, Dahua, DH-SF1016L, Неуправляемый, 16 портов 10/100М, настольный, -10°C to +55°C	21520.0	20444.0
69888	DH-S3016-16GT	Коммутатор Dahua DH-S3016-16GT	Коммутатор, Dahua, DH-S3016-16GT, Неуправляемый, 16 портов 10/100/1000M, –10 °C to +55 °C	24150.0	22942.5
69891	DH-SF1024	Коммутатор Dahua DH-SF1024	Коммутатор, Dahua, DH-SF1024, Неуправляемый, 24 порта 10/100М, стоечный, –20 °C to +60 °C	38030.0	36128.5
69889	DH-S3024-24GT	Коммутатор Dahua DH-S3024-24GT	Коммутатор, Dahua, DH-S3024-24GT, Неуправляемый, 24 порта 10/100/1000, корпус металл, AC:100-240V	54890.0	52145.5
64386	DS-3E0516-E(B)	Коммутатор Hikvision DS-3E0516-E(B)	Коммутатор, Hikvision, DS-3E0516-E(B), Неуправляемый, 16 x Gigabit RJ45, Стоечный, Switching Capacity 32 Gbps	32416.0	30795.199999999997
68340	DS-3E0516-E(c)	Коммутатор Hikvision DS-3E0516-E(c)	Коммутатор, Hikvision, DS-3E0516-E(c), Неуправляемый, 16 x Gigabit RJ45 , Стоечный, Металл	32416.0	30795.199999999997
76576	DS-3E0524TF(B)	Коммутатор Hikvision DS-3E0524TF(B)	Коммутатор, Hikvision, DS-3E0524TF(B), Неуправляемый, 12 x Gigabit RJ45, 12 x SFP, Стоечный, Switching Capacity 48 Gbps	147431.0	140059.44999999998
Управляемые стоечные					0.0
79094	USW-24	Коммутатор Ubiquiti USW-24	"Коммутатор, Ubiquiti, USW-24, Switch, управляемый L2, 24 порта 10/100/1000 Mbps RJ45, 2 порта SFP, 1.3"" тачдисплей, Стоечный"	181900.0	172805.0
79103	USW-Pro-24	Коммутатор Ubiquiti USW-Pro-24	Коммутатор, Ubiquiti, USW-Pro-24, Unifi Switch, Управляемый L3, 24 порта 10/100/1000 Mbps RJ45, 2 порта SFP+, Стоечный	315800.0	300010.0
84981	USW-EnterpriseXG-24	Коммутатор Ubiquiti USW-EnterpriseXG-24	Коммутатор, Ubiquiti, USW-EnterpriseXG-24, Switch, Управляемый L3, 24 порта 1/2.5/5/10 Гбит RJ45, 2 порта SFP28, Стоечный	906250.0	860937.5
79096	USW-48	Коммутатор Ubiquiti USW-48	Коммутатор, Ubiquiti, USW-48, Switch, управляемый L2, 48 портов 10/100/1000 Mbps RJ45, 4 порта SFP, Стоечный	321700.0	305615.0
79105	USW-Pro-48	Коммутатор Ubiquiti USW-Pro-48	Коммутатор, Ubiquiti, USW-Pro-48, Unifi Switch, Управляемый L3, 48 портов 10/100/1000 Mbps RJ45, 4 порта SFP+	472600.0	448970.0
87271	USW-Pro-Max-48	Сетевой Коммутатор Ubiquiti USW-Pro-Max-48	Сетевой Коммутатор, Ubiquiti, USW-Pro-Max-48, UniFi, Управляемый L3, 32 порта 10/100/1000Mbps, 16 портов 10/100/1000/2500Mbps PoE++, 4 порта SFP+, Стоечный	540000.0	513000.0
79098	USW-Aggregation	Коммутатор Ubiquiti USW-Aggregation	Коммутатор, Ubiquiti, USW-Aggregation, Switch, управляемый L2, 8 портов 10G SFP+, Стоечный	212900.0	202255.0
79107	USW-Pro-Aggregation	Коммутатор Ubiquiti USW-Pro-Aggregation	Коммутатор, Ubiquiti, USW-Pro-Aggregation, Unifi Switch, Управляемый L3, 28 портов SFP+, 4 порта 1/10/25Gbps SFP28, Стоечный	730800.0	694260.0
79109	USW-Pro-XG-Aggregation	Коммутатор Ubiquiti USW-Pro-XG-Aggregation	Коммутатор, Ubiquiti, USW-Pro-XG-Aggregation, Управляемый L3, 32 порта 1/10/25Gbps SFP28, сенсорный LCDэкран, консоль, Стоечный	1794000.0	1704300.0
75937	S220-8T4S	Коммутатор Huawei S220-8T4S	Коммутатор, Huawei, S220-8T4S, Управляемый L2, 8*10/100/1000BASE-T, 4*GE SFP, стоечный	109455.0	103982.25
67053	S220-24T4X	Коммутатор Huawei S220-24T4X	Коммутатор, Huawei, S220-24T4X, Управляемый L2, 24 порта 10/100/1000M RJ-45, 4 порта SFP+, стоечный	179416.0	170445.19999999998
67056	S220-48T4S	Коммутатор Huawei S220-48T4S	Коммутатор, Huawei, S220-48T4S, Управляемый L2, 48 портов 10/100/1000M RJ-45, 4 порта SFP, стоечный	253779.0	241090.05
67055	S220-48T4X	Коммутатор Huawei S220-48T4X	Коммутатор, Huawei, S220-48T4X, Управляемый L2, 48 портов 10/100/1000M RJ-45, 4 порта SFP+, стоечный	266642.0	253309.9
75950	S310-24ST4X	Коммутатор Huawei S310-24ST4X	Коммутатор, Huawei, S310-24ST4X, Управляемый L2+, 16*GE SFP, 8*GE COMBO (SFP/RJ45) , 4*10GE SFP+, Стоечный	344051.0	326848.45
67046	S310-24T4S	Коммутатор Huawei S310-24T4S	Коммутатор, Huawei, S310-24T4S, Управляемый L2+, 24 порта 10/100/1000M RJ-45, 4 порта SFP, стоечный	189233.0	179771.35
67048	S310-24T4X	Коммутатор Huawei S310-24T4X	Коммутатор, Huawei, S310-24T4X, Управляемый L2+, 24 порта 10/100/1000M RJ-45, 4 порта SFP+, стоечный	202209.0	192098.55
67047	S310-48T4S	Коммутатор Huawei S310-48T4S	Коммутатор, Huawei, S310-48T4S, Управляемый L2+, 48 портов 10/100/1000M RJ-45, 4 порта SFP, стоечный	293610.0	278929.5
67050	S310-48T4X	Коммутатор Huawei S310-48T4X	Коммутатор, Huawei, S310-48T4X, Управляемый L2+, 48 портов 10/100/1000M RJ-45, 4 порта SFP+, стоечный	310762.0	295223.89999999997
75958	S310S-8T2X	Коммутатор Huawei S310S-8T2X	Коммутатор, Huawei, S310S-8T2X, Управляемый L2+, 8*10/100/1000BASE-T, 2*10GE SFP+, Стоечный	100428.0	95406.59999999999
75959	S530-24ST4XE	Коммутатор Huawei S530-24ST4XE	Коммутатор, Huawei, S530-24ST4XE, управляемый L3, 24*GE SFP (8 combo), 4*10GE SFP+, 2*10GE stack, маршрутизация VLAN, OSPF/RIP, VLAN, QoS, SNMP, 1U Rack, металл	530349.0	503831.55
75960	S530-24T4XE	Коммутатор Huawei S530-24T4XE	Коммутатор, Huawei, S530-24T4XE, Управляемый L3, 24*10/100/1000BASE-T, 4*10GE SFP+, 2*12GE stack ports, стоечный	442334.0	420217.3
75961	S530-48S4XE	Коммутатор Huawei S530-48S4XE	Коммутатор, Huawei, S530-48S4XE, Управляемый L3, 48*GE SFP, 4*10GE SFP+, 2*12GE stack ports, Стоечный	688326.0	653909.7
78366	S530-48T4XE	Коммутатор Huawei S530-48T4XE	Коммутатор, Huawei, S530-48T4XE, Управляемый L3, 48GE RJ45, 410GE SFP+, 210GE stack ports, пропускная способность 224 Гбит/с, 168 Mpps, стоечный	585641.0	556358.95
75962	S620-24T16X8Y2CZ	Коммутатор Huawei S620-24T16X8Y2CZ	Коммутатор, Huawei, S620-24T16X8Y2CZ, Управляемый L3, 24*10/100/1000BASE-T, 16*10GE SFP+, 8*25GE SFP28, 2*100GE QSFP28 ports, expansion card slot, стоечный	961400.0	913330.0
89845	S620-16X8YZ	Коммутатор Huawei S620-16X8YZ	Коммутатор, Huawei, S620-16X8YZ, управляемый L3, 16SFP+ (1/2.5/10GE), 8SFP28 (1/2.5/10/25GE), слот расширения, 1U	789883.0	750388.85
82112	S620-24T16X8Y2CZ-2AC	Коммутатор Huawei S620-24T16X8Y2CZ-2AC	Коммутатор, Huawei, S620-24T16X8Y2CZ-2AC, Управляемый L3, 24*10/100/1000BASE-T, 16*10GE SFP+, 8*25GE SFP28, 2*100GE QSFP28 ports, expansion card slot, стоечный, 2 блока питания горячей замены	943450.0	896277.5
68613	CRS504-4XQ-IN	Коммутатор MikroTik CRS504-4XQ-IN	Коммутатор, MikroTik, CRS504-4XQ-IN, Cloud Router Switch, 1 порт 10/100 Ethernet, 4 порта 100G QSFP28, 2 блока питания AC, DC входы -3 (2-pin terminal, DC jack, PoE-IN). RouterOS, -40°C to 70°C	410000.0	389500.0
33799	CRS326-24G-2S+RM	Коммутатор MikroTik CRS326-24G-2S+RM	Коммутатор, MikroTik, CRS326-24G-2S+RM, Cloud Router Switch, 24 порта 10/100/1000M, 2 порта SFP+, 1 консольный порт RJ-45,-40°C to 60°C, стоечный 1U	148800.0	141360.0
65441	CRS326-4C+20G+2Q+RM	Коммутатор MikroTik CRS326-4C+20G+2Q+RM	Коммутатор, MikroTik, CRS326-4C+20G+2Q+RM, Cloud Router Switch , 20 портов 2,5G, 1 порт 100М, 4 комбо- порта 2.5G ETH/10G SFP+, 2 порта 40G QSFP+, RouterOS (7), -20°C to 60°C, стоечный	657500.0	624625.0
50240	CRS328-4C-20S-4S+RM	Коммутатор MikroTik CRS328-4C-20S-4S+RM	Коммутатор, MikroTik, CRS328-4C-20S-4S+RM, Cloud Router Switch , 20 портов SFP, 4 порта SFP+, 4 порта комбо, RouterOS (5) / SwitchOS, -20°C to 60°C, стоечный 1U	314000.0	298300.0
72074	CRS312-4C+8XG-RM	Коммутатор MikroTik CRS312-4C+8XG-RM	Коммутатор, MikroTik, CRS312-4C+8XG-RM, Cloud Router Switch, 1 порт 10/100М, 4 комбо-порта 10G Ethernet/ SFP+, 8 портов 1G/2.5G/5G/10G, RouterOS v7 / SwitchOS, -40°С до 70 °C	458000.0	435100.0
