Код	Артикул	Наименование	Полное наименование	Цена роз.	Цена сайт
Ноутбуки					
1323	S902-Blue	Бут (Колпачок) для защиты кабеля SHIP S902-Blue	Бут (Колпачок) для защиты кабеля, SHIP, S902-Blue, Cat. 5е, UTP, Синий	38.0	36.1
1321	S902-Yellow	Бут (Колпачок) для защиты кабеля SHIP S902-Yellow	Бут (Колпачок) для защиты кабеля, SHIP, S902-Yellow, Cat. 5е, UTP, Жёлтый	38.0	36.1
1322	S902-Red	Бут (Колпачок) для защиты кабеля SHIP S902-Red	Бут (Колпачок) для защиты кабеля, SHIP, S902-Red, Cat. 5е, UTP, Красный	26.0	24.7
12300	S905-Blue	Бут (Колпачок) для защиты кабеля SHIP S905-Blue	Бут (Колпачок) для защиты кабеля, SHIP, S905-Blue, Cat. 5е, FTP, Синий	43.0	40.85
9475	S903-Blue	Бут (Колпачок) для защиты кабеля SHIP S903-Blue	Бут (Колпачок) для защиты кабеля, SHIP, S903-Blue, Cat. 6, UTP, Синий	90.0	85.5
12291	S904-Yellow	Бут (Колпачок) для защиты кабеля SHIP S904-Yellow	Бут (Колпачок) для защиты кабеля, SHIP, S904-Yellow, Cat. 6a, UTP, Жёлтый	90.0	85.5
Модули					0.0
806	M256-1	Модуль для информационной розетки SHIP M256-1 Cat.3 RJ-11 UTP	Модуль для информационной розетки, SHIP, M256-1, Cat.3, RJ-11, UTP, Телефонный, Белый	406.0	385.7
3749	M245	Модуль для информационной розетки SHIP M245 Cat.5e RJ-45 UTP	Модуль для информационной розетки, SHIP, M245, Cat.5e, RJ-45, UTP, Белый	587.0	557.65
1325	M245-3	Модуль для информационной розетки SHIP M245-3 Cat.5e RJ-45 UTP	Модуль для информационной розетки, SHIP, M245-3, Cat.5e, RJ-45, UTP, Синий	587.0	557.65
1357	M245-4	Модуль для информационной розетки SHIP M245-4 Cat.5e RJ-45 UTP	Модуль для информационной розетки, SHIP, M245-4, Cat.5e, RJ-45, UTP, Красный	587.0	557.65
12057	M247	Модуль для информационной розетки SHIP M247 Cat.5e RJ-45 FTP	Модуль для информационной розетки, SHIP, M247, Cat.5e, RJ-45,FTP, Серый	1399.0	1329.05
1354	M255-1	Модуль для информационной розетки SHIP M255-1 Cat.6 RJ-45 UTP	Модуль для информационной розетки, SHIP, M255-1, Cat.6, RJ-45, UTP, Чёрный	788.0	748.5999999999999
2069	M257	Модуль для информационной розетки SHIP M257 Cat.6 RJ-45 FTP	Модуль для информационной розетки, SHIP, M257, Cat.6, RJ-45, FTP (Экранированный), Серый	1809.0	1718.55
12058	M264	Модуль для информационной розетки SHIP M264 Cat.6a RJ-45 FTP	Модуль для информационной розетки, SHIP, M264, Cat.6a, RJ-45, FTP, Серый	2079.0	1975.05
12059		Модуль для 110 кросса на 4 пары SHIP T346-4	Модуль для 110 кросса на 4 пары SHIP T346-4	45.0	42.75
Розетки настенные					0.0
811	A166-1B	Розетка Настенная телекоммуникационная Под 1 Модуль SHIP A166-1B Белая	Розетка Настенная телекоммуникационная, SHIP, A166-1B, Под 1 Модуль, Белая, (Без модулей)	368.0	349.59999999999997
812	A166-2B	Розетка Настенная телекоммуникационная Под 2 Модуля SHIP A166-2B Белая	Розетка Настенная телекоммуникационная, SHIP, A166-2B, Под 2 Модуля, Белая, (Без модулей)	471.0	447.45
12456	A111	Розетка Настенная телекоммуникационная 1 Модуль SHIP A111	Розетка Настенная телекоммуникационная, SHIP, A111, 1 Модуль, Модуль RJ-11, Белая	906.0	860.6999999999999
1332	A167	Розетка Настенная телекоммуникационная 1 Модуль SHIP A167	Розетка Настенная телекоммуникационная, SHIP, A167, 1 Модуль, Модуль: Cat.5e, RJ-45, UTP, Белая	978.0	929.0999999999999
1333	A168	Розетка Настенная телекоммуникационная 2 Модуля SHIP A168	Розетка Настенная телекоммуникационная, SHIP, A168, 2 Модуля, Модуль: Cat.5e, RJ-45, UTP, Белая	1413.0	1342.35
1334	A169	Розетка Настенная телекоммуникационная 1 Модуль SHIP A169	Розетка Настенная телекоммуникационная, SHIP, A169, 1 Модуль, Модуль: Cat.5e, RJ-45, FTP, Белая	1197.0	1137.1499999999999
1335	A170	Розетка Настенная телекоммуникационная 2 Модуля SHIP A170	Розетка Настенная телекоммуникационная, SHIP, A170, 2 Модуля, Модуль: Cat.5e, RJ-45, FTP, Белая	1814.0	1723.3
2071	A184-1	Розетка Настенная телекоммуникационная 1 Модуль SHIP A184-1	Розетка Настенная телекоммуникационная, SHIP, A184-1, 1 Модуль, Модуль: Cat.6, RJ-45, UTP, Белая	1161.0	1102.95
2070	A184-2	Розетка Настенная телекоммуникационная 2 Модуля SHIP A184-2	Розетка Настенная телекоммуникационная, SHIP, A184-2, 2 Модуля, Модули: Cat.6, RJ-45, UTP, Белая	2081.0	1976.9499999999998
2072	A185-1	Розетка Настенная телекоммуникационная 1 Модуль SHIP A185-1	Розетка Настенная телекоммуникационная, SHIP, A185-1, 1 Модуль, Модуль: Cat.6, RJ-45, FTP, Белая	1284.0	1219.8
2073	A185-2	Розетка Настенная телекоммуникационная 2 Модуля SHIP A185-2	Розетка Настенная телекоммуникационная, SHIP, A185-2, 2 Модуля, Модули: Cat.6, RJ-45, FTP, Белая	1971.0	1872.4499999999998
12455	A181A	Розетка Настенная телекоммуникационная 2 Модуля SHIP A181A	Розетка Настенная телекоммуникационная, SHIP, A181A, 2 Модуля, Модули: RJ-11, RJ-45, Cat.5e, UTP, Белая	1482.0	1407.8999999999999
В грунт					0.0
33813	QBT-1648	Кабель оптоволоконный ИКБ-Т-А4-2.7 кН	Кабель оптоволоконный, Интегра, ИКБ-Т-А4-2.7 кН, предназначен для прокладки в грунт на основе центральной трубки.	255.0	242.25
58394	ОКБ-0,22-4П 8кН	Кабель оптоволоконный ОКБ-0,22-4П-8кН	Кабель оптоволоконный, СКО, ОКБ-0.22-4П-8кН, предназначен для прокладки в грунт на основе модульной конструкции.	480.0	456.0
38327	QB-1765	Кабель оптоволоконный ИКБ-М4П-А4-8,0 кН	Кабель оптоволоконный, Интегра, ИКБ-М4П-А4-8,0 кН, предназначен для прокладки в грунт на основе модульной конструкции.	1.0	0.95
67883	ОКБ-4(G.652.D)-Т-7 кН	Кабель оптоволоконный ОКБ-4(G.652.D)-Т-7 кН	Кабель оптоволоконный, СКО, ОКБ-4(G.652.D)-Т-7 кН, предназначен для прокладки в грунт на основецентральной трубки .	1.0	0.95
67884	QBT-2170	Кабель оптоволоконный ИКБ-Т-А4-7,0 кН	Кабель оптоволоконный, Интегра, ИКБ-Т-А4-7,0 кН, предназначен для прокладки в грунт на основе центральной трубки.	1.0	0.95
25375	ОКБ-0,22-4П 7кН	Кабель оптоволоконный ОКБ-0,22-4П-7кН	Кабель оптоволоконный, СКО, ОКБ-0,22-4П-7кН, предназначен для прокладки в грунт на основе модульной конструкции.	2.0	1.9
76367	ОКБ-4(G.652.D)-Т 8кН	Кабель оптоволоконный ОКБ-4(G.652.D)-Т-8 кН	Кабель оптоволоконный, СКО, ОКБ-4(G.652.D)-Т-8 кН, предназначен для прокладки в грунт на основецентральной трубки .	300.0	285.0
82303	QBT-1666	Кабель оптоволоконный ИКБ-Т-А4-8 кН	Кабель оптоволоконный, Интегра, ИКБ-Т-А4-8 кН, предназначен для прокладки в грунт на основе центральной трубки.	1.0	0.95
33814	QBT-1650	Кабель оптоволоконный ИКБ-Т-А8-2.7 кН	Кабель оптоволоконный, Интегра, ИКБ-Т-А8-2.7 кН, предназначен для прокладки в грунт на основе центральной трубки.	270.0	256.5
38153	QBT-1667	Кабель оптоволоконный ИКБ-Т-А8-8,0 кН	Кабель оптоволоконный, Интегра, ИКБ-Т-А8-8,0 кН, предназначен для прокладки в грунт на основе центральной трубки.	1.0	0.95
25376	ОКБ-0,22-8П-7кН	Кабель оптоволоконный ОКБ-0,22-8П-7кН	Кабель оптоволоконный, СКО, ОКБ-0.22-8П-7кН, предназначен для прокладки в грунт на основе модульной конструкции.	480.0	456.0
67460	ОКБ-0,22-8П-8кН	Кабель оптоволоконный ОКБ-0,22-8П-8кН	Кабель оптоволоконный, СКО, ОКБ-0.22-8П-8кН, предназначен для прокладки в грунт на основе модульной конструкции.	600.0	570.0
29871	 ОКП-0,22-8П-4кН	Кабель оптоволоконный ОКП-0,22-8П-4кН	Кабель оптоволоконный, СКО, ОКП-0,22-8П-4кН,предназначен для прокладки в грунтах 1-5 групп, в кабельной канализации, туннелях, коллекторах, при наличии особо высоких требований по механической прочности и при особо высоких требованиях по устойчивости к внешним электромагнитным воздействиям	2.0	1.9
54221	QBT-1732	Кабель оптоволоконный ИКБ-Т-М8-8,0 кН	Кабель оптоволоконный, Интегра, ИКБ-Т-М8-8,0 кН, предназначен для прокладки в грунт на основе центральной трубки.	1.0	0.95
38328	QBT-1758	Кабель оптоволоконный ИКБнг(А)-HF-Т-В8-6.0 кН	Кабель оптоволоконный, Интегра, ИКБнг(А)-HF-Т-В8-6.0, предназначен для прокладки в грунт и канализацию в негорючей оболочке при групповой прокладке с броней из круглых стальных оцинкованных проволок, многомод.	1.0	0.95
85900	ИКБнг(А)-HF-B8-2.7 кН	Кабель оптоволоконный ИКБнг(А)-HF-B8-2.7 кН	Кабель оптоволоконный, Интегра, ИКБнг(А)-HF-B8-2.7кН , многомодовый, огнейстойкий LSZH предназначен для прокладки в грунт .	1.0	0.95
33815	QBT-1654	Кабель оптоволоконный ИКБ-Т-А12-2.7 кН	Кабель оптоволоконный, Интегра, ИКБ-Т-А12-2.7 кН, предназначен для прокладки в грунт на основе центральной трубки.	1.0	0.95
38323	QBT-1668	Кабель оптоволоконный ИКБ-Т-А12-8,0 кН	Кабель оптоволоконный, Интегра, ИКБ-Т-А12-8,0 кН, предназначен для прокладки в грунт на основе центральной трубки.	1.0	0.95
58976	ОКБ-0,22-12П 8кН	Кабель оптоволоконный ОКБ-0,22-12П-8кН	Кабель оптоволоконный, СКО, ОКБ-0,22-12П-8кН, предназначен для прокладки в грунт на основе модульной конструкции.	518.0	492.09999999999997
38329	QB-1767	Кабель оптоволоконный ИКБ-М4П-А12-8,0 кН	Кабель оптоволоконный, Интегра, ИКБ-М4П-А12-8,0 кН, предназначен для прокладки в грунт на основе модульной конструкции.	1.0	0.95
25377	ОКБ-0,22-12П-7кН	Кабель оптоволоконный ОКБ-0,22-12П-7кН	Кабель оптоволоконный, СКО, ОКБ-0.22-12П-7кН, предназначен для прокладки в грунт на основе модульной конструкции.	2.0	1.9
55913	ИКБ-М4П-М12-10,0 кН	Кабель оптоволоконный ИКБ-М4П-М12-10,0 кН	Кабель оптоволоконный, Интегра, ИКБ-М4П-М12-10,0 кН, предназначен для прокладки в грунт в модульной констукций, многомодовый	1.0	0.95
87864	QB-1831	Кабель оптоволоконный ИКБ-М4П-М12-8,0 кН	Кабель оптоволоконный, Интегра, ИКБ-М4П-М12-8,0 кН, предназначен для прокладки в грунт в модульной констукций, многомодовый	2250.0	2137.5
33816	QBT-1655	Кабель оптоволоконный ИКБ-Т-А16-2.7 кН	Кабель оптоволоконный, Интегра, ИКБ-Т-А16-2.7кН, предназначен для прокладки в грунт на основе центральной трубки.	525.0	498.75
25378	ОКБ-0,22-16П-7кН	Кабель оптоволоконный ОКБ-0,22-16П-7кН	Кабель оптоволоконный, СКО, ОКБ-0.22-16П-7кН, предназначен для прокладки в грунт на основе модульной конструкции.	720.0	684.0
38330	QB-1768	Кабель оптоволоконный ИКБ-М4П-А16-8,0 кН	Кабель оптоволоконный, Интегра, ИКБ-М4П-А16-8,0 кН, предназначен для прокладки в грунт на основе модульной конструкции.	1.0	0.95
58977	ОКБ-0,22-16П 8кН	Кабель оптоволоконный ОКБ-0,22-16П-8кН	Кабель оптоволоконный, СКО, ОКБ-0.22-16П-8кН, предназначен для прокладки в грунт на основе модульной конструкции.	720.0	684.0
